   -0.200000,    1.567412,    0.055659


   -0.200000,    1.572956,    0.072991


   -0.200000,    1.582066,    0.008144


   -0.200000,    1.594558,    0.034400


   -0.200000,    1.610184,    0.076090


   -0.200000,    1.621808,    0.056104


   -0.200000,    1.627783,    0.070049


   -0.200000,    1.628649,    0.026692


   -0.200000,    1.637612,    0.006773


   -0.200000,    1.649624,    0.021890


   -0.200000,    1.651115,    0.039003


   -0.200000,    1.668066,    0.072117


   -0.200000,    1.672765,    0.065745


   -0.200000,    1.688206,    0.021669


   -0.200000,    1.697737,    0.042999


   -0.200000,    1.711252,    0.029990


   -0.200000,    1.724217,    0.021929


   -0.200000,    1.736907,    0.063071


   -0.200000,    1.751892,    0.051856


   -0.200000,    1.764850,    0.033107


   -0.200000,    1.780422,    0.049984


   -0.200000,    1.794737,    0.031781


   -0.200000,    1.809416,    0.027403


   -0.200000,    1.826190,    0.052980


   -0.200000,    1.838419,    0.042414


   -0.200000,    1.858794,    0.035635


   -0.200000,    1.866922,    0.052032


   -0.200000,    1.892104,    0.037233


   -0.200000,    1.894400,    0.031180


   -0.200000,    1.920368,    0.035161


   -0.200000,    1.925669,    0.048613


   -0.200000,    1.944469,    0.055540


   -0.200000,    1.959061,    0.034594


   -0.200000,    1.966563,    0.038464


   -0.200000,    1.986802,    0.024021


   -0.200000,    1.991925,    0.037943


   -0.200000,    2.005567,    0.054704


   -0.200000,    2.023229,    0.054258


   -0.200000,    2.024007,    0.046610


   -0.200000,    2.039918,    0.014516


   -0.200000,    2.055141,    0.037369


   -0.200000,    2.055448,    0.038257


   -0.200000,    2.069422,    0.071443


   -0.200000,    2.081440,    0.022547


   -0.200000,    2.085272,    0.037869


   -0.200000,    2.091131,    0.013509


   -0.200000,    2.098222,    0.073000


   -0.200000,    2.102538,    0.049767


   -0.200000,    2.114306,    0.040715


   -0.200000,    2.142139,    0.039345


   -0.200000,    2.168606,    0.044410


   -0.200000,    2.193541,    0.032439


   -0.200000,    2.216840,    0.033444


   -0.200000,    2.238481,    0.058114


   -0.200000,    2.258387,    0.033564


   -0.200000,    2.276137,    0.014461


   -0.200000,    2.290710,    0.065738


   -0.200000,    2.300533,    0.051410


   -0.200000,    2.313500,    0.000001


   -0.200000,    2.592761,    0.004938


   -0.200000,    2.609801,    0.000438


   -0.200000,    2.626501,    0.050323


   -0.200000,    2.644119,    0.066338


   -0.200000,    2.667010,    0.019017


   -0.200000,    2.693321,    0.025096


   -0.200000,    2.721940,    0.054051


   -0.200000,    2.752163,    0.030340


   -0.200000,    2.783538,    0.023831


   -0.200000,    2.815766,    0.047525


   -0.200000,    2.844302,    0.044464


   -0.200000,    2.848640,    0.035167


   -0.200000,    2.849588,    0.056232


   -0.200000,    2.858233,    0.004347


   -0.200000,    2.870059,    0.030393


   -0.200000,    2.882055,    0.023568


   -0.200000,    2.884853,    0.061247


   -0.200000,    2.902363,    0.014399


   -0.200000,    2.915891,    0.043707


   -0.200000,    2.922360,    0.019398


   -0.200000,    2.944564,    0.059898


   -0.200000,    2.950072,    0.039055


   -0.200000,    2.968733,    0.025554


   -0.200000,    2.984444,    0.022600


   -0.200000,    2.994570,    0.012753


   -0.200000,    3.018828,    0.039676


   -0.200000,    3.021798,    0.054585


   -0.200000,    3.050138,    0.035596


   -0.200000,    3.052956,    0.042499


   -0.200000,    3.079332,    0.010323


   -0.200000,    3.086466,    0.022996


   -0.200000,    3.109102,    0.047062


   -0.200000,    3.118944,    0.036431


   -0.200000,    3.139155,    0.043179


   -0.200000,    3.149923,    0.044123


   -0.200000,    3.169131,    0.011650


   -0.200000,    3.178909,    0.023762


   -0.200000,    3.198545,    0.039059


   -0.200000,    3.205411,    0.036876


   -0.200000,    3.226643,    0.046644


   -0.200000,    3.228977,    0.045327


